gameId,teamCity,teamName,gameType,season,astPct,astRatio,astTo,defRating,drebPct,eDefRating,eNetRating,eOffRating,ePace,efgPct,gameDate,home,matchup,netRating,offRating,opponentTeamCity,opponentTeamId,opponentTeamName,orebPct,pace,pacePer40,pie,poss,rebPct,teamAbbreviation,tmTovPct,tsPct,wl
0022400061,Boston,Celtics,Regular Season,2024-25,0.688,23.9,8.25,119.8,0.816,598.9,126.4,725.3,18.2,0.658,2024-10-22,1.0,BOS vs. NYK,25.3,145.1,New York,1610612752,Knicks,0.298,91.0,75.83,0.581,91.0,0.529,BOS,4.4,0.67,W
0022400061,New York,Knicks,Regular Season,2024-25,0.465,16.9,1.67,145.1,0.702,725.3,-126.4,598.9,18.2,0.622,2024-10-22,0.0,NYK @ BOS,-25.3,119.8,Boston,1610612738,Celtics,0.184,91.0,75.83,0.419,91.0,0.471,NYK,13.2,0.641,L
0022400062,Los Angeles,Lakers,Regular Season,2024-25,0.524,15.9,3.14,109.6,0.63,547.9,31.1,578.9,18.9,0.468,2024-10-22,1.0,LAL vs. MIN,6.2,115.8,Minnesota,1610612750,Timberwolves,0.375,94.5,78.75,0.575,95.0,0.5,LAL,7.4,0.519,W
0022400062,Minnesota,Timberwolves,Regular Season,2024-25,0.486,13.0,1.06,115.8,0.625,578.9,-31.1,547.9,18.9,0.488,2024-10-22,0.0,MIN @ LAL,-6.2,109.6,Los Angeles,1610612747,Lakers,0.37,94.5,78.75,0.425,94.0,0.5,MIN,17.0,0.532,L
0022400063,Indiana,Pacers,Regular Season,2024-25,0.762,22.2,2.13,110.1,0.679,550.5,18.8,569.3,20.0,0.56,2024-10-23,0.0,IND @ DET,3.8,113.9,Detroit,1610612765,Pistons,0.256,100.0,83.33,0.586,101.0,0.49,IND,14.9,0.612,W
0022400063,Detroit,Pistons,Regular Season,2024-25,0.579,15.9,1.57,113.9,0.744,569.3,-18.8,550.5,20.0,0.483,2024-10-23,1.0,DET vs. IND,-3.8,110.1,Indiana,1610612754,Pacers,0.321,100.0,83.33,0.414,99.0,0.51,DET,14.1,0.543,L
0022400064,Atlanta,Hawks,Regular Season,2024-25,0.641,17.4,1.56,110.5,0.679,552.4,19.0,571.4,21.0,0.544,2024-10-23,1.0,ATL vs. BKN,3.8,114.3,Brooklyn,1610612751,Nets,0.304,105.0,87.5,0.589,105.0,0.51,ATL,15.2,0.599,W
0022400064,Brooklyn,Nets,Regular Season,2024-25,0.525,14.7,1.11,114.3,0.696,571.4,-19.0,552.4,21.0,0.533,2024-10-23,0.0,BKN @ ATL,-3.8,110.5,Atlanta,1610612737,Hawks,0.321,105.0,87.5,0.411,105.0,0.49,BKN,18.1,0.569,L
0022400065,Miami,Heat,Regular Season,2024-25,0.75,18.3,2.18,118.4,0.61,591.8,-91.8,500.0,19.5,0.457,2024-10-23,1.0,MIA vs. ORL,-18.4,100.0,Orlando,1610612753,Magic,0.192,97.5,81.25,0.424,97.0,0.414,MIA,11.3,0.512,L
0022400065,Orlando,Magic,Regular Season,2024-25,0.683,18.8,2.0,100.0,0.808,500.0,91.8,591.8,19.5,0.521,2024-10-23,0.0,ORL @ MIA,18.4,118.4,Miami,1610612748,Heat,0.39,97.5,81.25,0.576,98.0,0.586,ORL,14.3,0.549,W
0022400066,Philadelphia,76ers,Regular Season,2024-25,0.439,12.9,1.8,121.6,0.78,607.8,-62.8,545.0,20.2,0.459,2024-10-23,1.0,PHI vs. MIL,-12.6,109.0,Milwaukee,1610612749,Bucks,0.356,101.0,84.17,0.37,100.0,0.53,PHI,10.0,0.496,L
0022400066,Milwaukee,Bucks,Regular Season,2024-25,0.628,19.6,1.93,109.0,0.644,545.0,62.8,607.8,20.2,0.638,2024-10-23,0.0,MIL @ PHI,12.6,121.6,Philadelphia,1610612755,76ers,0.22,101.0,84.17,0.63,102.0,0.47,MIL,13.7,0.662,W
0022400067,Cleveland,Cavaliers,Regular Season,2024-25,0.569,20.6,2.23,102.9,0.615,514.6,158.7,673.3,20.4,0.667,2024-10-23,0.0,CLE @ TOR,31.7,134.7,Toronto,1610612761,Raptors,0.282,102.0,85.0,0.648,101.0,0.473,CLE,12.9,0.691,W
0022400067,Toronto,Raptors,Regular Season,2024-25,0.694,16.9,1.32,134.7,0.718,673.3,-158.7,514.6,20.4,0.488,2024-10-23,1.0,TOR vs. CLE,-31.7,102.9,Cleveland,1610612739,Cavaliers,0.385,102.0,85.0,0.352,103.0,0.527,TOR,18.4,0.537,L
0022400068,Charlotte,Hornets,Regular Season,2024-25,0.526,14.7,1.18,109.4,0.627,546.9,26.0,572.9,19.2,0.535,2024-10-23,0.0,CHA @ HOU,5.2,114.6,Houston,1610612745,Rockets,0.4,96.0,80.0,0.573,96.0,0.53,CHA,17.7,0.576,W
0022400068,Houston,Rockets,Regular Season,2024-25,0.5,13.6,2.38,114.6,0.6,572.9,-26.0,546.9,19.2,0.432,2024-10-23,1.0,HOU vs. CHA,-5.2,109.4,Charlotte,1610612766,Hornets,0.373,96.0,80.0,0.427,96.0,0.47,HOU,8.3,0.47,L
0022400069,Chicago,Bulls,Regular Season,2024-25,0.619,17.9,1.24,113.9,0.769,569.4,-55.6,513.9,21.6,0.547,2024-10-23,0.0,CHI @ NOP,-11.1,102.8,New Orleans,1610612740,Pelicans,0.22,108.0,90.0,0.428,108.0,0.5,CHI,19.4,0.572,L
0022400069,New Orleans,Pelicans,Regular Season,2024-25,0.644,19.5,2.42,102.8,0.78,513.9,55.6,569.4,21.6,0.536,2024-10-23,1.0,NOP vs. CHI,11.1,113.9,Chicago,1610612741,Bulls,0.231,108.0,90.0,0.572,108.0,0.5,NOP,11.1,0.579,W
0022400070,Memphis,Grizzlies,Regular Season,2024-25,0.651,18.8,2.15,119.2,0.612,596.2,3.8,600.0,20.9,0.566,2024-10-23,0.0,MEM @ UTA,0.8,120.0,Utah,1610612762,Jazz,0.296,104.5,87.08,0.478,105.0,0.447,MEM,12.4,0.6,W
0022400070,Utah,Jazz,Regular Season,2024-25,0.525,14.6,1.24,120.0,0.704,600.0,-3.8,596.2,20.9,0.529,2024-10-23,1.0,UTA vs. MEM,-0.8,119.2,Memphis,1610612763,Grizzlies,0.388,104.5,87.08,0.522,104.0,0.553,UTA,16.3,0.592,L
0022400071,Los Angeles,Clippers,Regular Season,2024-25,0.643,17.3,1.23,102.7,0.864,513.3,-13.3,500.0,20.47,0.5,2024-10-23,1.0,LAC vs. PHX,-2.7,100.0,Phoenix,1610612756,Suns,0.293,102.34,85.28,0.448,113.0,0.539,LAC,19.5,0.537,L
0022400071,Phoenix,Suns,Regular Season,2024-25,0.658,17.4,1.14,100.0,0.707,500.0,13.3,513.3,20.47,0.583,2024-10-23,0.0,PHX @ LAC,2.7,102.7,Los Angeles,1610612746,Clippers,0.136,102.34,85.28,0.552,113.0,0.461,PHX,19.5,0.624,W
0022400072,Portland,Trail Blazers,Regular Season,2024-25,0.583,14.5,1.17,128.4,0.612,642.2,-160.7,481.5,21.7,0.435,2024-10-23,1.0,POR vs. GSW,-32.1,96.3,San Francisco,1610612744,Warriors,0.271,108.5,90.42,0.324,108.0,0.426,POR,16.7,0.494,L
0022400072,San Francisco,Warriors,Regular Season,2024-25,0.792,22.9,2.11,96.3,0.729,481.5,160.7,642.2,21.7,0.624,2024-10-23,0.0,GSW @ POR,32.1,128.4,Portland,1610612757,Trail Blazers,0.388,108.5,90.42,0.676,109.0,0.574,GSW,16.5,0.659,W
0022400073,Boston,Celtics,Regular Season,2024-25,0.5,15.0,1.5,99.0,0.714,495.1,91.4,586.5,20.7,0.561,2024-10-24,0.0,BOS @ WAS,18.3,117.3,Washington,1610612764,Wizards,0.3,103.5,86.25,0.564,104.0,0.519,BOS,13.5,0.599,W
0022400073,Washington,Wizards,Regular Season,2024-25,0.659,18.5,1.8,117.3,0.7,586.5,-91.4,495.1,20.7,0.468,2024-10-24,1.0,WAS vs. BOS,-18.3,99.0,Boston,1610612738,Celtics,0.286,103.5,86.25,0.436,103.0,0.481,WAS,14.6,0.496,L
0022400074,Dallas,Mavericks,Regular Season,2024-25,0.643,18.1,2.7,103.8,0.714,519.0,57.9,576.9,20.9,0.505,2024-10-24,1.0,DAL vs. SAS,11.6,115.4,San Antonio,1610612759,Spurs,0.302,104.5,87.08,0.496,104.0,0.482,DAL,9.6,0.535,W
0022400074,San Antonio,Spurs,Regular Season,2024-25,0.769,20.3,1.58,115.4,0.698,576.9,-57.9,519.0,20.9,0.523,2024-10-24,0.0,SAS @ DAL,-11.6,103.8,Dallas,1610612742,Mavericks,0.286,104.5,87.08,0.504,105.0,0.518,SAS,18.1,0.564,L
0022400075,Denver,Nuggets,Regular Season,2024-25,0.829,19.0,1.81,104.1,0.683,520.4,-81.0,439.4,19.7,0.393,2024-10-24,1.0,DEN vs. OKC,-16.2,87.9,Oklahoma City,1610612760,Thunder,0.391,98.5,82.08,0.472,99.0,0.532,DEN,16.2,0.418,L
0022400075,Oklahoma City,Thunder,Regular Season,2024-25,0.535,16.4,1.92,87.9,0.609,439.4,81.0,520.4,19.7,0.465,2024-10-24,0.0,OKC @ DEN,16.2,104.1,Denver,1610612743,Nuggets,0.317,98.5,82.08,0.528,98.0,0.468,OKC,12.2,0.48,W
0022400076,Sacramento,Kings,Regular Season,2024-25,0.553,16.0,2.33,115.8,0.83,579.2,-15.5,563.7,20.3,0.53,2024-10-24,1.0,SAC vs. MIN,-3.1,112.7,Minnesota,1610612750,Timberwolves,0.191,101.5,84.58,0.515,102.0,0.511,SAC,8.8,0.59,L
0022400076,Minnesota,Timberwolves,Regular Season,2024-25,0.585,18.0,1.41,112.7,0.809,563.7,15.5,579.2,20.3,0.593,2024-10-24,0.0,MIN @ SAC,3.1,115.8,Sacramento,1610612758,Kings,0.17,101.5,84.58,0.485,101.0,0.489,MIN,16.8,0.626,W
0022400077,Orlando,Magic,Regular Season,2024-25,0.718,21.1,2.15,102.0,0.745,510.1,81.7,591.8,19.7,0.62,2024-10-25,1.0,ORL vs. BKN,16.3,118.4,Brooklyn,1610612751,Nets,0.175,98.5,82.08,0.65,98.0,0.495,ORL,13.3,0.648,W
0022400077,Brooklyn,Nets,Regular Season,2024-25,0.629,16.5,1.16,118.4,0.825,591.8,-81.7,510.1,19.7,0.506,2024-10-25,0.0,BKN @ ORL,-16.3,102.0,Orlando,1610612753,Magic,0.255,98.5,82.08,0.35,99.0,0.505,BKN,19.2,0.547,L
0022400078,Philadelphia,76ers,Regular Season,2024-25,0.655,14.2,1.19,113.9,0.477,569.3,-44.8,524.5,20.3,0.441,2024-10-25,0.0,PHI @ TOR,-9.0,104.9,Toronto,1610612761,Raptors,0.273,101.5,84.58,0.368,102.0,0.364,PHI,15.7,0.539,L
0022400078,Toronto,Raptors,Regular Season,2024-25,0.714,16.8,0.93,104.9,0.727,524.5,44.8,569.3,20.3,0.5,2024-10-25,1.0,TOR vs. PHI,9.0,113.9,Philadelphia,1610612755,76ers,0.523,101.5,84.58,0.632,101.0,0.636,TOR,26.7,0.597,W
0022400079,Atlanta,Hawks,Regular Season,2024-25,0.641,17.6,1.79,116.5,0.567,582.5,12.7,595.2,20.8,0.568,2024-10-25,1.0,ATL vs. CHA,2.5,119.0,Charlotte,1610612766,Hornets,0.267,104.0,86.67,0.577,105.0,0.438,ATL,13.3,0.64,W
0022400079,Charlotte,Hornets,Regular Season,2024-25,0.595,14.6,1.22,119.0,0.733,595.2,-12.7,582.5,20.8,0.495,2024-10-25,0.0,CHA @ ATL,-2.5,116.5,Atlanta,1610612737,Hawks,0.433,104.0,86.67,0.423,103.0,0.562,CHA,17.5,0.547,L
0022400080,Cleveland,Cavaliers,Regular Season,2024-25,0.667,20.9,2.15,101.0,0.739,505.0,65.7,570.7,19.9,0.591,2024-10-25,1.0,CLE vs. DET,13.1,114.1,Detroit,1610612765,Pistons,0.182,99.5,82.92,0.603,99.0,0.467,CLE,13.1,0.613,W
0022400080,Detroit,Pistons,Regular Season,2024-25,0.658,18.2,1.14,114.1,0.818,570.7,-65.7,505.0,19.9,0.549,2024-10-25,0.0,DET @ CLE,-13.1,101.0,Cleveland,1610612739,Cavaliers,0.261,99.5,82.92,0.397,100.0,0.533,DET,22.0,0.571,L
0022400081,New York,Knicks,Regular Season,2024-25,0.432,14.8,1.58,100.0,0.711,500.0,134.0,634.0,19.5,0.595,2024-10-25,1.0,NYK vs. IND,26.8,126.8,Indiana,1610612754,Pacers,0.293,97.5,81.25,0.591,97.0,0.512,NYK,12.4,0.636,W
0022400081,Indiana,Pacers,Regular Season,2024-25,0.683,20.1,1.75,126.8,0.707,634.0,-134.0,500.0,19.5,0.512,2024-10-25,0.0,IND @ NYK,-26.8,100.0,New York,1610612752,Knicks,0.289,97.5,81.25,0.409,98.0,0.488,IND,16.3,0.534,L
0022400082,Memphis,Grizzlies,Regular Season,2024-25,0.632,15.9,1.26,117.4,0.533,587.2,-87.2,500.0,21.7,0.473,2024-10-25,0.0,MEM @ HOU,-17.4,100.0,Houston,1610612745,Rockets,0.317,108.5,90.42,0.419,108.0,0.425,MEM,17.6,0.505,L
0022400082,Houston,Rockets,Regular Season,2024-25,0.465,12.8,1.05,100.0,0.683,500.0,87.2,587.2,21.7,0.526,2024-10-25,1.0,HOU vs. MEM,17.4,117.4,Memphis,1610612763,Grizzlies,0.467,108.5,90.42,0.581,109.0,0.575,HOU,17.4,0.562,W
0022400083,Milwaukee,Bucks,Regular Season,2024-25,0.522,16.8,1.6,122.0,0.78,610.1,-40.0,570.1,21.6,0.565,2024-10-25,1.0,MIL vs. CHI,-8.0,114.0,Chicago,1610612741,Bulls,0.24,108.0,90.0,0.45,107.0,0.51,MIL,14.0,0.587,L
0022400083,Chicago,Bulls,Regular Season,2024-25,0.652,20.0,3.0,114.0,0.76,570.1,40.0,610.1,21.6,0.589,2024-10-25,0.0,CHI @ MIL,8.0,122.0,Milwaukee,1610612749,Bucks,0.22,108.0,90.0,0.55,109.0,0.49,CHI,9.2,0.627,W
0022400084,Utah,Jazz,Regular Season,2024-25,0.621,12.5,0.82,123.3,0.607,616.5,-203.0,413.5,20.7,0.364,2024-10-25,1.0,UTA vs. GSW,-40.6,82.7,San Francisco,1610612744,Warriors,0.343,103.5,86.25,0.269,104.0,0.463,UTA,21.2,0.416,L
0022400084,San Francisco,Warriors,Regular Season,2024-25,0.686,22.0,2.33,82.7,0.657,413.5,203.0,616.5,20.7,0.575,2024-10-25,0.0,GSW @ UTA,40.6,123.3,Utah,1610612762,Jazz,0.393,103.5,86.25,0.731,103.0,0.537,GSW,14.6,0.584,W
0022400085,Los Angeles,Lakers,Regular Season,2024-25,0.825,23.4,2.54,113.7,0.8,568.6,40.3,608.9,20.3,0.627,2024-10-25,1.0,LAL vs. PHX,8.1,121.8,Phoenix,1610612756,Suns,0.189,101.5,84.58,0.541,101.0,0.506,LAL,12.9,0.667,W
0022400085,Phoenix,Suns,Regular Season,2024-25,0.833,24.3,2.06,121.8,0.811,608.9,-40.3,568.6,20.3,0.616,2024-10-25,0.0,PHX @ LAL,-8.1,113.7,Los Angeles,1610612747,Lakers,0.2,101.5,84.58,0.459,102.0,0.494,PHX,16.7,0.648,L
0022400086,New Orleans,Pelicans,Regular Season,2024-25,0.694,18.0,1.79,101.0,0.691,504.9,9.8,514.7,20.4,0.488,2024-10-25,0.0,NOP @ POR,2.0,102.9,Portland,1610612757,Trail Blazers,0.259,102.0,85.0,0.509,102.0,0.477,NOP,13.7,0.527,W
0022400086,Portland,Trail Blazers,Regular Season,2024-25,0.703,18.1,1.3,102.9,0.741,514.7,-9.8,504.9,20.4,0.483,2024-10-25,1.0,POR vs. NOP,-2.0,101.0,New Orleans,1610612740,Pelicans,0.309,102.0,85.0,0.491,102.0,0.523,POR,19.6,0.521,L
0022400087,Los Angeles,Clippers,Regular Season,2024-25,0.75,21.7,1.76,107.2,0.722,536.1,37.6,573.7,19.2,0.561,2024-10-26,0.0,LAC @ DEN,7.5,114.7,Denver,1610612743,Nuggets,0.295,96.0,80.0,0.539,95.0,0.531,LAC,17.9,0.597,W
0022400087,Denver,Nuggets,Regular Season,2024-25,0.571,15.2,2.0,114.7,0.705,573.7,-37.6,536.1,19.2,0.483,2024-10-26,1.0,DEN vs. LAC,-7.5,107.2,Los Angeles,1610612746,Clippers,0.278,96.0,80.0,0.461,97.0,0.469,DEN,10.3,0.533,L
0022400088,Miami,Heat,Regular Season,2024-25,0.825,22.8,2.36,108.2,0.604,540.8,40.8,581.6,19.6,0.547,2024-10-26,0.0,MIA @ CHA,8.2,116.3,Charlotte,1610612766,Hornets,0.306,98.0,81.67,0.596,98.0,0.461,MIA,14.3,0.58,W
0022400088,Charlotte,Hornets,Regular Season,2024-25,0.513,14.4,1.0,116.3,0.694,581.6,-40.8,540.8,19.6,0.511,2024-10-26,1.0,CHA vs. MIA,-8.2,108.2,Miami,1610612748,Heat,0.396,98.0,81.67,0.404,98.0,0.539,CHA,20.4,0.539,L
0022400089,Boston,Celtics,Regular Season,2024-25,0.5,14.2,1.9,121.6,0.617,608.2,24.4,632.7,19.5,0.544,2024-10-26,0.0,BOS @ DET,4.9,126.5,Detroit,1610612765,Pistons,0.327,97.5,81.25,0.496,98.0,0.465,BOS,10.2,0.601,W
0022400089,Detroit,Pistons,Regular Season,2024-25,0.628,19.0,1.8,126.5,0.673,632.7,-24.4,608.2,19.5,0.568,2024-10-26,1.0,DET vs. BOS,-4.9,121.6,Boston,1610612738,Celtics,0.383,97.5,81.25,0.504,97.0,0.535,DET,15.5,0.604,L
0022400090,Cleveland,Cavaliers,Regular Season,2024-25,0.574,18.1,1.59,111.5,0.645,557.7,79.1,636.8,21.0,0.636,2024-10-26,0.0,CLE @ WAS,15.8,127.4,Washington,1610612764,Wizards,0.37,105.0,87.5,0.6,106.0,0.528,CLE,16.0,0.656,W
0022400090,Washington,Wizards,Regular Season,2024-25,0.676,16.6,1.67,127.4,0.63,636.8,-79.1,557.7,21.0,0.464,2024-10-26,1.0,WAS vs. CLE,-15.8,111.5,Cleveland,1610612739,Cavaliers,0.355,105.0,87.5,0.4,104.0,0.472,WAS,14.4,0.527,L
0022400091,Chicago,Bulls,Regular Season,2024-25,0.719,15.1,0.88,99.1,0.828,495.7,-82.6,413.0,23.0,0.429,2024-10-26,1.0,CHI vs. OKC,-16.5,82.6,Oklahoma City,1610612760,Thunder,0.222,115.0,95.83,0.392,115.0,0.528,CHI,22.6,0.467,L
0022400091,Oklahoma City,Thunder,Regular Season,2024-25,0.467,14.4,2.1,82.6,0.778,413.0,82.6,495.7,23.0,0.458,2024-10-26,0.0,OKC @ CHI,16.5,99.1,Chicago,1610612741,Bulls,0.172,115.0,95.83,0.608,115.0,0.472,OKC,8.7,0.492,W
0022400092,Memphis,Grizzlies,Regular Season,2024-25,0.826,24.7,2.11,106.7,0.685,533.7,56.8,590.5,20.9,0.61,2024-10-26,1.0,MEM vs. ORL,11.4,118.1,Orlando,1610612753,Magic,0.279,104.5,87.08,0.604,105.0,0.505,MEM,17.1,0.642,W
0022400092,Orlando,Magic,Regular Season,2024-25,0.568,15.0,1.11,118.1,0.721,590.5,-56.8,533.7,20.9,0.523,2024-10-26,0.0,ORL @ MEM,-11.4,106.7,Memphis,1610612763,Grizzlies,0.315,104.5,87.08,0.396,104.0,0.495,ORL,18.3,0.559,L
0022400093,Toronto,Raptors,Regular Season,2024-25,0.707,20.0,1.45,110.9,0.787,554.5,-49.5,505.0,20.1,0.511,2024-10-26,0.0,TOR @ MIN,-9.9,101.0,Minnesota,1610612750,Timberwolves,0.314,100.5,83.75,0.435,100.0,0.541,TOR,20.0,0.528,L
0022400093,Minnesota,Timberwolves,Regular Season,2024-25,0.744,20.7,2.23,101.0,0.686,505.0,49.5,554.5,20.1,0.554,2024-10-26,1.0,MIN vs. TOR,9.9,110.9,Toronto,1610612761,Raptors,0.213,100.5,83.75,0.565,101.0,0.459,MIN,12.9,0.593,W
0022400094,Houston,Rockets,Regular Season,2024-25,0.553,15.9,1.91,113.5,0.683,567.7,-9.8,557.9,19.1,0.484,2024-10-26,0.0,HOU @ SAS,-2.0,111.6,San Antonio,1610612759,Spurs,0.298,95.5,79.58,0.417,95.0,0.459,HOU,11.6,0.524,L
0022400094,San Antonio,Spurs,Regular Season,2024-25,0.59,17.6,1.35,111.6,0.702,557.9,9.8,567.7,19.1,0.544,2024-10-26,1.0,SAS vs. HOU,2.0,113.5,Houston,1610612745,Rockets,0.317,95.5,79.58,0.583,96.0,0.541,SAS,17.7,0.597,W
0022400095,Dallas,Mavericks,Regular Season,2024-25,0.595,16.5,2.44,117.5,0.761,587.6,-67.2,520.4,19.5,0.468,2024-10-26,0.0,DAL @ PHX,-13.4,104.1,Phoenix,1610612756,Suns,0.246,97.5,81.25,0.411,98.0,0.476,DAL,9.2,0.505,L
0022400095,Phoenix,Suns,Regular Season,2024-25,0.722,19.4,2.36,104.1,0.754,520.4,67.2,587.6,19.5,0.538,2024-10-26,1.0,PHX vs. DAL,13.4,117.5,Dallas,1610612742,Mavericks,0.239,97.5,81.25,0.589,97.0,0.524,PHX,11.3,0.592,W
0022400096,Sacramento,Kings,Regular Season,2024-25,0.711,21.9,2.29,122.4,0.622,612.1,-13.1,599.1,21.3,0.597,2024-10-26,0.0,SAC @ LAL,-2.6,119.8,Los Angeles,1610612747,Lakers,0.182,106.5,88.75,0.496,106.0,0.404,SAC,13.2,0.641,L
0022400096,Los Angeles,Lakers,Regular Season,2024-25,0.667,20.5,1.68,119.8,0.818,599.1,13.1,612.1,21.3,0.598,2024-10-26,1.0,LAL vs. SAC,2.6,122.4,Sacramento,1610612758,Kings,0.378,106.5,88.75,0.504,107.0,0.596,LAL,17.8,0.639,W
0022400097,Philadelphia,76ers,Regular Season,2024-25,0.357,10.0,0.75,105.6,0.735,527.8,13.5,541.3,19.65,0.485,2024-10-27,0.0,PHI @ IND,2.7,108.3,Indiana,1610612754,Pacers,0.448,98.26,81.89,0.483,109.0,0.579,PHI,18.3,0.528,W
0022400097,Indiana,Pacers,Regular Season,2024-25,0.718,18.9,1.4,108.3,0.552,541.3,-13.5,527.8,19.65,0.542,2024-10-27,1.0,IND vs. PHI,-2.7,105.6,Philadelphia,1610612755,76ers,0.265,98.26,81.89,0.517,108.0,0.421,IND,18.5,0.576,L
0022400098,Milwaukee,Bucks,Regular Season,2024-25,0.606,15.7,1.11,116.2,0.717,580.8,-65.7,515.2,19.8,0.514,2024-10-27,0.0,MIL @ BKN,-13.1,103.0,Brooklyn,1610612751,Nets,0.205,99.0,82.5,0.477,99.0,0.485,MIL,18.2,0.582,L
0022400098,Brooklyn,Nets,Regular Season,2024-25,0.59,16.8,1.92,103.0,0.795,515.2,65.7,580.8,19.8,0.516,2024-10-27,1.0,BKN vs. MIL,13.1,116.2,Milwaukee,1610612749,Bucks,0.283,99.0,82.5,0.523,99.0,0.515,BKN,12.1,0.569,W
0022400099,New Orleans,Pelicans,Regular Season,2024-25,0.632,16.9,1.41,128.9,0.5,644.3,-113.4,530.9,19.4,0.477,2024-10-27,0.0,NOP @ POR,-22.7,106.2,Portland,1610612757,Trail Blazers,0.396,97.0,80.83,0.416,97.0,0.449,NOP,17.5,0.523,L
0022400099,Portland,Trail Blazers,Regular Season,2024-25,0.581,16.8,1.56,106.2,0.604,530.9,113.4,644.3,19.4,0.538,2024-10-27,1.0,POR vs. NOP,22.7,128.9,New Orleans,1610612740,Pelicans,0.5,97.0,80.83,0.584,97.0,0.551,POR,16.5,0.584,W
0022400100,Atlanta,Hawks,Regular Season,2024-25,0.667,16.2,1.2,125.5,0.694,627.5,-112.6,514.9,20.3,0.451,2024-10-27,0.0,ATL @ OKC,-22.5,103.0,Oklahoma City,1610612760,Thunder,0.383,101.5,84.58,0.364,101.0,0.523,ATL,19.8,0.501,L
0022400100,Oklahoma City,Thunder,Regular Season,2024-25,0.591,18.2,2.6,103.0,0.617,514.9,112.6,627.5,20.3,0.584,2024-10-27,1.0,OKC vs. ATL,22.5,125.5,Atlanta,1610612737,Hawks,0.306,101.5,84.58,0.636,102.0,0.477,OKC,9.8,0.621,W
0022400101,Los Angeles,Clippers,Regular Season,2024-25,0.643,18.5,1.5,100.0,0.685,500.0,43.7,543.7,20.7,0.522,2024-10-27,0.0,LAC @ GSW,8.7,108.7,San Francisco,1610612744,Warriors,0.314,103.5,86.25,0.573,103.0,0.505,LAC,17.5,0.559,W
0022400101,San Francisco,Warriors,Regular Season,2024-25,0.5,13.6,0.9,108.7,0.686,543.7,-43.7,500.0,20.7,0.511,2024-10-27,1.0,GSW vs. LAC,-8.7,100.0,Los Angeles,1610612746,Clippers,0.315,103.5,86.25,0.427,104.0,0.495,GSW,20.2,0.532,L
0022400105,Miami,Heat,Regular Season,2024-25,0.632,17.9,2.0,102.1,0.643,510.4,41.7,552.1,19.2,0.517,2024-10-28,1.0,MIA vs. DET,8.3,110.4,Detroit,1610612765,Pistons,0.264,96.0,80.0,0.595,96.0,0.459,MIA,12.5,0.548,W
0022400105,Detroit,Pistons,Regular Season,2024-25,0.4,10.8,0.82,110.4,0.736,552.1,-41.7,510.4,19.2,0.462,2024-10-28,0.0,DET @ MIA,-8.3,102.1,Miami,1610612748,Heat,0.357,96.0,80.0,0.405,96.0,0.541,DET,17.7,0.498,L
0022400107,Denver,Nuggets,Regular Season,2024-25,0.617,18.5,1.81,109.6,0.613,548.2,13.7,561.9,20.56,0.536,2024-10-28,0.0,DEN @ TOR,2.7,112.4,Toronto,1610612761,Raptors,0.288,102.79,85.66,0.531,113.0,0.465,DEN,14.2,0.582,W
0022400107,Toronto,Raptors,Regular Season,2024-25,0.612,18.1,2.0,112.4,0.712,561.9,-13.7,548.2,20.56,0.495,2024-10-28,1.0,TOR vs. DEN,-2.7,109.6,Denver,1610612743,Nuggets,0.387,102.79,85.66,0.469,114.0,0.535,TOR,13.2,0.529,L
0022400142,Philadelphia,76ers,Regular Season,2024-25,0.611,16.3,1.57,124.0,0.61,620.0,-79.6,540.4,19.9,0.511,2024-11-02,1.0,PHI vs. MEM,-15.9,108.1,Memphis,1610612763,Grizzlies,0.25,99.5,82.92,0.377,99.0,0.402,PHI,14.1,0.547,L
0022400142,Memphis,Grizzlies,Regular Season,2024-25,0.729,23.2,2.06,108.1,0.75,540.4,79.6,620.0,19.9,0.621,2024-11-02,0.0,MEM @ PHI,15.9,124.0,Philadelphia,1610612755,76ers,0.39,99.5,82.92,0.623,100.0,0.598,MEM,17.0,0.644,W
0022400146,San Antonio,Spurs,Regular Season,2024-25,0.744,23.2,2.46,108.4,0.813,542.1,46.4,588.5,19.1,0.596,2024-11-02,1.0,SAS vs. MIN,9.3,117.7,Minnesota,1610612750,Timberwolves,0.262,95.5,79.58,0.595,96.0,0.556,SAS,13.5,0.624,W
0022400146,Minnesota,Timberwolves,Regular Season,2024-25,0.538,16.8,1.62,117.7,0.738,588.5,-46.4,542.1,19.1,0.543,2024-11-02,0.0,MIN @ SAS,-9.3,108.4,San Antonio,1610612759,Spurs,0.188,95.5,79.58,0.405,95.0,0.444,MIN,13.7,0.567,L
0022400151,Brooklyn,Nets,Regular Season,2024-25,0.719,18.9,1.64,112.8,0.605,563.8,-69.2,494.6,18.7,0.514,2024-11-03,1.0,BKN vs. DET,-13.8,98.9,Detroit,1610612765,Pistons,0.136,93.5,77.92,0.407,93.0,0.368,BKN,15.1,0.543,L
0022400151,Detroit,Pistons,Regular Season,2024-25,0.676,18.5,1.19,98.9,0.864,494.6,69.2,563.8,18.7,0.552,2024-11-03,0.0,DET @ BKN,13.8,112.8,Brooklyn,1610612751,Nets,0.395,93.5,77.92,0.593,94.0,0.632,DET,22.3,0.599,W
